A10 A14 A15 A17 A19 A02 A20 A21 A22 A26 A27 A28 A29 A03 A30 A04 A05 A06 A07 A09 B01 B10 B11 B12 B13 B14 B15 B02 B03 B04 B05 B06 B07 B08 B09 C10 C12 C14 C15 C16 C17 C18 C19 C02 C03 C04 C06 C07 C08 C09 D10 D12 D13 D14 D17 D02 D20 D26 D27 D29 D31 D35 D04 D06 D09 E10 E12 E14 E16 E17 E22 E24 E03 E30 E31 E35 E40 E05 E08 E09 F10 F11 F13 F15 F16 F21 F22 F23 F26 F28 F29 F03 F32 F34 F36
ASV_233 0 18 25 28 0 0 0 0 38 0 0 0 0 0 14 0 0 0 0 0 0 18 0 0 0 0 0 0 0 22 0 32 0 0 0 0 39 0 0 0 0 0 61 0 0 0 28 0 0 23 0 0 0 0 0 0 292 0 0 0 0 0 0 252 0 0 0 0 0 469 0 232 5 305 41 0 0 0 0 0 0 0 0 58 0 0 0 0 0 0 0 0 0 50 0
ASV_235 0 33 5 0 4 9 2 12 0 1 10 16 13 1 5 13 1 11 0 6 33 2 6 22 128 46 10 31 9 17 10 10 2 14 3 0 0 13 0 17 60 7 0 0 4 30 0 1 37 13 174 19 5 18 5 0 17 39 5 5 36 6 0 4 51 9 56 19 15 23 0 29 76 30 16 16 53 13 32 40 21 0 16 0 38 10 14 20 9 20 38 19 26 4 5
ASV_236 0 121 0 0 59 0 0 30 0 0 0 47 0 99 31 56 0 0 0 0 0 199 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 0 284 0 0 0 0 0 260 0 0 0 0 0 31 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 26 0 181 0 0 0 50 199 0 0 0 0 0 0 0 10 0 46 0 0 0 10
ASV_237 60 34 52 26 0 45 0 0 32 0 0 0 0 71 63 0 0 59 0 45 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0 48 96 0 0 0 0 79 75 35 28 0 38 85 46 0 0 0 0 45 0 69 33 38 30 0 29 36 0 0 0 0 0 0 6 11 0 54 0 41 0 0 15 15 0 0 35 15 0 18 11 0 27 42 26 0 12 0 0 5 47
ASV_240 0 14 20 9 0 35 10 0 15 9 19 9 10 0 8 0 0 15 0 9 3 14 16 0 26 24 26 0 76 20 9 0 0 19 14 0 31 0 16 11 19 27 50 27 35 0 0 11 32 12 33 22 0 13 16 13 31 21 2 46 10 0 17 45 11 43 0 0 14 0 26 28 21 19 16 40 24 0 36 31 0 58 16 0 41 18 25 17 0 0 0 0 27 22 30
ASV_242 16 44 51 45 22 39 0 0 43 0 47 0 0 38 0 0 49 45 0 22 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 89 57 0 0 26 0 0 43 61 89 55 0 30 45 0 0 24 0 61 40 45 0 38 37 50 0 0 0 0 0 21 0 15 10 0 0 14 11 25 0 7 14 29 0 0 10 33 11 25 0 0 35 34 0 0 29 0 37 0 22
ASV_243 0 36 58 33 0 0 0 43 0 0 0 0 27 0 51 0 0 0 0 0 0 0 39 0 50 38 42 0 39 0 38 0 27 0 0 50 0 0 0 0 0 0 59 58 0 58 0 0 0 0 38 42 0 0 29 58 41 54 0 48 0 0 0 38 54 0 38 0 0 0 57 39 0 0 0 68 0 0 0 36 0 54 0 69 0 0 26 0 0 0 69 0 50 25 0
ASV_244 68 0 0 0 61 0 43 0 0 46 69 0 107 83 0 0 45 0 100 45 0 0 0 0 90 0 0 85 0 0 53 0 0 118 0 272 0 0 0 0 66 0 72 142 0 52 85 0 178 0 0 0 0 0 0 0 0 27 0 0 28 0 21 0 0 0 58 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 9 0 14 12 7 0 0 0 0 0 0 30 9
ASV_245 36 0 0 29 0 0 0 0 32 0 0 0 36 0 0 20 16 17 20 0 16 0 45 21 70 14 10 0 0 22 0 34 0 8 75 0 0 0 0 0 0 17 0 0 0 0 15 0 0 49 17 25 14 39 30 45 53 31 30 50 16 8 1 18 7 24 9 50 33 25 26 36 17 12 0 14 24 20 9 25 17 17 15 15 0 22 9 21 10 9 19 37 6 25 24
ASV_246 41 0 8 0 10 0 0 0 0 0 0 0 0 0 33 35 0 7 38 0 81 36 0 0 84 0 0 29 0 0 0 32 0 0 0 0 0 0 0 0 0 13 0 47 0 130 0 0 0 0 0 0 0 31 191 0 0 0 0 184 9 0 0 0 0 460 0 26 0 24 0 28 0 0 0 0 48 29 0 2 0 0 20 0 0 4 0 0 0 0 0 0 0 1 43
ASV_247 0 0 29 0 0 0 24 0 0 61 0 0 44 0 0 42 0 0 0 35 24 40 0 0 40 23 0 26 0 0 0 26 0 0 50 0 0 0 0 0 0 0 0 0 0 24 0 0 0 21 0 60 33 29 0 38 33 58 33 34 40 40 32 53 36 50 0 29 0 0 81 0 0 35 0 73 39 49 0 18 0 0 46 42 0 0 0 0 0 51 0 47 0 41 53
ASV_248 11 46 22 10 38 35 20 37 21 62 16 46 76 46 76 47 43 12 6 30 63 53 45 10 26 19 11 16 27 23 20 4 20 22 49 0 9 0 11 0 13 14 0 8 5 0 8 0 0 47 0 23 0 44 0 12 21 0 0 0 23 0 0 0 10 0 18 36 12 0 16 0 24 0 7 0 13 0 0 0 7 0 0 24 0 0 0 0 22 0 0 0 0 0 0
ASV_249 0 0 25 0 128 0 0 77 0 0 0 137 0 0 50 67 0 15 0 82 0 71 266 108 0 0 97 0 0 21 81 129 25 0 0 0 54 341 0 44 54 171 0 0 0 0 23 0 0 164 0 16 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 22 0 0 18 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 45 0 0 0 0
ASV_250 13 2 16 20 19 36 24 21 27 13 5 26 37 1 39 37 12 22 6 25 84 16 13 38 4 16 22 15 29 4 41 22 23 16 8 0 1 2 1 0 41 24 4 28 1 18 0 0 1 35 52 13 0 0 36 17 0 0 21 0 23 10 8 0 9 43 0 0 23 0 0 0 0 0 26 0 33 32 0 0 0 0 0 0 0 17 0 14 0 17 0 23 0 0 0
ASV_251 7 84 66 74 40 0 0 0 117 30 0 0 120 0 55 0 0 39 1 38 0 0 0 42 49 35 0 101 0 0 43 0 0 0 80 0 0 30 0 0 0 0 0 101 0 0 53 0 0 0 47 0 0 0 0 0 0 0 29 0 0 93 0 0 0 29 0 7 0 0 2 0 0 247 0 0 0 0 0 0 0 5 2 5 0 0 5 3 2 5 4 3 4 0 0
ASV_252 53 0 0 0 0 0 35 0 0 39 40 0 0 31 0 31 23 0 52 0 48 0 45 0 63 40 0 0 0 35 39 0 0 0 33 342 0 75 104 0 0 83 0 77 104 0 51 72 87 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 49 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0
ASV_253 19 75 75 28 54 0 19 38 0 42 0 61 75 65 74 32 68 64 19 0 94 57 22 25 41 35 74 60 42 0 25 28 65 91 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 82 35 0 0 23 0 0 0 16 15 0 0 0 0 26 0 0 4 39 20 24 16 0 0 0 0 0 8 0 0 0 31 0 0 0 0 0 0 14 0 10 0 16 0 0 0
ASV_254 0 0 0 0 0 0 0 0 0 0 0 0 11 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 16 63 0 0 0 0 0 0 91 0 0 0 0 0 0 0 0 0 138 0 0 41 0 0 0 0 0 12 0 0 0 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 129 0 0 0 0 0 0 101 0 0 0 0 0 0 0 0 0
ASV_255 33 0 0 68 24 0 69 0 54 16 68 0 44 0 0 0 48 30 0 0 48 32 0 0 50 63 24 0 28 40 44 46 0 35 0 40 0 53 0 31 37 69 46 79 0 93 23 0 58 0 87 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 20 0 0 0 0 0 0 27 0 72 24 0 0 24 0 42 0 0 0 0
ASV_258 41 16 13 10 0 42 72 17 28 24 29 33 0 35 0 22 0 41 47 0 8 42 20 6 0 17 35 30 19 10 0 23 0 0 40 15 9 19 28 10 10 0 0 0 0 25 14 0 0 16 23 0 5 44 0 43 21 34 0 13 0 47 0 0 0 29 0 0 10 0 0 38 0 29 9 26 44 0 59 35 0 47 14 0 0 0 19 0 28 12 0 0 0 0 13
ASV_259 0 0 20 0 0 0 0 0 0 0 0 0 0 30 19 34 0 26 0 0 30 0 31 0 0 109 0 21 0 0 0 0 19 13 35 0 0 0 0 0 0 0 0 0 0 0 35 5 0 0 0 0 143 0 0 0 46 0 85 114 0 0 0 159 0 0 0 0 0 0 0 0 0 0 398 0 0 9 0 0 167 0 0 226 0 0 0 0 0 53 78 5 0 0 0
ASV_261 79 33 0 0 90 0 36 119 0 27 0 59 31 76 77 68 0 0 50 201 48 228 86 17 43 186 45 139 0 0 102 0 195 0 0 0 0 0 44 0 159 0 0 40 0 50 60 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 26 0 3 5 4 2 2 3 2 0 4 4 1 0 2 5 12 0 4 3 1 8 0 2 5 5 5 3 0 0 4
ASV_263 9 17 35 0 26 16 1 37 0 7 67 32 10 26 16 27 23 0 6 31 8 35 8 24 2 0 0 29 11 44 11 30 44 14 0 36 15 11 0 0 13 23 0 14 56 0 2 0 36 0 6 43 53 9 12 22 29 17 0 8 14 2 10 0 0 16 0 10 14 21 0 11 0 45 12 0 10 7 0 18 19 0 0 10 32 0 47 0 74 17 0 0 34 0 6
ASV_264 16 0 0 0 0 20 14 0 11 6 37 0 35 0 0 0 15 11 9 0 11 0 0 12 23 0 8 9 8 10 0 15 0 0 7 0 14 0 0 15 0 0 16 16 0 7 12 0 0 10 25 31 50 21 36 36 23 15 18 13 0 19 6 29 8 24 31 27 0 30 0 0 12 15 0 28 0 0 38 27 0 40 169 32 31 0 24 0 16 0 17 20 13 14 31
ASV_265 0 92 107 0 73 0 0 0 0 204 0 0 0 0 0 0 0 0 0 0 0 0 345 0 0 69 100 0 0 70 0 132 0 174 0 0 0 57 0 0 0 0 0 0 0 122 90 0 0 0 0 0 0 0 88 0 0 0 0 63 0 0 0 0 0 2 0 35 0 0 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 0 0 20 0 0 0 188 0
ASV_268 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 34 0 0 0 0 0 29 17 0 14 0 0 0 0 0 21 29 0 0 29 0 0 46 66 0 36 62 40 35 25 35 73 29 20 30 54 0 0 0 0 7 26 9 36 46 0 0 102 34 0 62 0 0 54 12 39 22 25 0 10 13 0 21 33 0 14 13
ASV_269 26 54 0 36 47 0 0 48 63 45 0 50 0 33 36 31 0 61 30 0 186 0 0 0 16 21 88 34 0 34 23 49 15 55 0 0 0 21 0 39 23 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 14 25 0 0 0 0 0 44 60 0 0 0 10 3 5 0 0 0 0 194 0 0 0 9 0 0 31 0 0 7 0 0 0 5 0 37 0 0 0
ASV_270 11 15 7 2 2 4 0 7 3 7 0 6 1 1 4 1 6 5 7 1 4 9 6 11 124 50 19 59 7 4 2 2 2 79 4 0 3 29 0 14 28 5 0 1 0 8 3 3 0 0 2 4 0 5 6 19 32 12 28 10 19 1 4 39 187 15 6 54 26 32 6 27 17 10 22 0 65 6 0 16 82 0 10 47 27 29 0 19 23 30 10 8 18 7 8
ASV_271 18 0 9 10 10 14 0 0 0 0 15 27 0 20 27 0 0 11 0 11 0 25 28 0 30 0 18 24 21 7 18 0 0 5 0 48 12 19 7 0 0 49 45 0 60 0 42 23 0 0 38 0 0 30 0 22 28 56 13 0 0 41 11 41 28 11 21 25 17 0 0 0 11 27 22 21 29 24 18 33 0 39 38 24 0 20 26 4 28 30 21 0 0 10 21
ASV_272 0 22 15 7 8 6 0 10 15 21 0 23 0 23 7 4 31 27 0 27 12 9 5 7 39 17 15 10 19 20 9 33 0 0 0 0 13 7 0 0 0 14 0 0 0 7 4 0 0 0 0 122 9 10 50 73 28 11 8 0 31 0 17 0 0 37 0 26 34 29 44 67 28 0 0 51 0 43 65 0 0 71 0 0 19 16 0 0 0 20 0 37 0 0 0
ASV_273 7 42 21 7 33 30 0 0 12 41 0 14 9 20 26 20 6 0 8 0 87 0 0 7 11 21 86 23 0 0 43 0 17 7 0 0 6 0 0 0 0 0 8 0 0 8 0 0 0 20 123 10 11 8 6 10 78 22 0 0 0 0 15 15 30 0 0 8 15 0 25 14 5 6 7 19 18 36 8 9 11 46 37 17 0 41 31 26 18 44 12 6 0 26 0
ASV_274 0 0 33 0 32 0 32 40 28 49 0 0 0 0 0 0 0 0 32 0 0 0 0 36 35 30 49 0 41 0 0 49 0 78 50 114 50 34 73 45 26 55 91 78 80 58 40 38 163 0 0 0 0 20 0 0 0 0 0 0 0 19 0 25 19 0 0 0 7 0 0 0 12 0 0 9 0 0 0 0 14 0 0 0 28 0 13 0 0 0 0 0 14 34 12
ASV_277 0 0 0 0 12 0 21 0 0 0 0 0 0 15 0 14 11 0 11 17 22 8 0 0 13 0 0 26 14 0 12 14 16 13 0 13 24 27 11 0 37 49 84 29 25 0 11 33 23 29 15 13 14 15 15 30 0 20 28 15 10 37 29 10 17 15 0 0 0 29 0 18 0 29 0 19 21 19 24 14 25 50 19 25 35 20 15 21 17 24 18 28 22 14 26
ASV_278 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 55 33 0 0 0 0 45 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 33 0 0 0 47 0 0 0 66 0 0 0 0 0 0 133 0 0 0 0 74 0 0 0 0 0 0 0 12 0 1 2 0 0 0 0 0 0 0 94 0 0 0 1 0 19 36 7 0 0 256 4 0
ASV_279 0 34 46 38 28 32 27 47 49 56 51 57 0 71 49 65 29 75 30 47 82 0 0 43 0 73 36 0 0 52 0 0 0 82 54 0 0 0 0 0 0 0 0 91 0 20 43 0 24 0 0 28 0 0 0 0 49 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 7 10 0 0 0 0 0 0 18 0 22 0 24 0 0 17 0 37 27 0 0 0 0
ASV_280 16 21 23 13 28 16 15 24 17 28 17 28 39 23 35 30 42 33 30 28 27 26 0 25 21 0 44 24 32 0 20 20 29 34 27 0 0 32 0 0 17 18 0 0 0 0 15 0 0 30 0 0 0 29 0 0 0 38 17 0 45 26 26 0 0 17 15 0 11 8 12 0 21 0 21 11 0 12 21 16 26 0 21 0 36 0 0 0 0 12 16 14 0 17 13
ASV_281 58 48 52 0 136 0 0 0 0 81 0 0 0 153 0 0 0 0 50 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 37 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 0 1 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 2 502 72 54 1
ASV_282 0 51 53 27 52 51 0 27 26 0 0 0 22 32 64 74 59 39 0 48 87 49 54 54 0 91 31 0 23 34 0 75 94 32 0 0 0 0 0 17 38 0 9 31 0 0 0 0 0 0 25 0 31 39 0 0 0 0 0 23 0 0 0 0 8 0 0 16 5 15 10 10 15 18 0 0 0 10 27 12 14 0 0 0 0 20 0 11 3 0 16 0 0 0 0
ASV_285 0 0 21 0 0 0 0 0 0 0 0 0 0 19 24 62 0 60 0 0 33 35 72 0 0 40 0 29 25 0 0 0 62 28 0 0 0 22 0 11 0 0 0 0 0 0 0 0 0 27 149 0 0 0 132 0 0 0 0 0 0 54 0 38 31 0 3 392 0 0 6 0 5 0 35 5 0 0 0 50 0 0 0 5 0 138 0 0 1 0 0 0 0 0 0
ASV_287 62 51 43 11 60 161 50 53 75 5 14 44 14 62 37 60 15 44 4 37 37 32 11 8 74 3 37 13 7 0 9 12 15 16 4 2 4 7 40 14 8 10 1 14 3 2 0 4 6 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
ASV_290 0 28 0 0 35 29 36 51 0 0 56 63 65 0 0 42 0 35 0 119 0 0 56 0 50 0 0 38 0 0 0 0 0 39 36 0 0 8 0 74 0 0 0 0 0 0 0 29 0 104 0 0 0 72 0 0 0 0 0 41 0 41 0 24 0 0 0 0 0 95 0 0 0 32 0 0 0 0 0 0 146 31 0 0 0 0 0 40 0 0 0 0 0 0 0
ASV_291 0 0 83 51 0 0 0 0 67 27 0 0 0 0 0 0 0 0 0 64 0 0 0 42 36 0 0 0 0 0 132 0 63 159 0 0 110 0 0 0 137 69 82 338 0 0 90 70 0 47 0 0 0 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 2 0 27 0 7 0 0 0 9 18 0 0 0 0 0 17 0 95
ASV_292 68 31 0 0 0 0 0 0 0 28 0 0 0 0 53 44 0 23 46 0 25 0 0 0 0 43 63 0 58 16 0 71 28 0 0 0 14 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 50 86 0 0 159 0 0 0 0 14 0 30 0 0 134 16 8 0 0 186 0 45 0 0 0 0 22 0 0 3 3 0 40 0 0 13
ASV_293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58 0 0 0 0 0 0 0 0 0 0 21 0 0 40 0 80 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 0 29 0 72 80 0 63 86 0 0 71 252 0 0 0 0 0 0 31 0 0 3 24 56 16 0 49 0 11 33 0 17 0 0 0 0 2 0 0 0 18 15 0 0 100 0 0 0
ASV_295 27 0 14 0 11 0 80 0 0 0 0 0 131 0 25 23 0 46 20 18 62 0 0 27 0 18 98 43 80 54 0 43 35 22 0 37 0 0 0 23 24 0 0 0 13 0 0 0 0 0 0 84 0 0 0 0 35 0 27 0 9 36 0 0 0 82 0 4 0 2 0 22 0 76 0 0 0 22 0 2 0 13 10 0 0 0 0 0 0 0 0 14 17 4 12
ASV_296 0 0 0 0 0 21 0 0 0 0 0 0 18 0 0 0 0 0 0 0 28 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 21 72 0 0 88 53 0 87 30 66 96 25 73 0 69 49 0 0 0 37 61 0 0 0 0 23 60 51 82 16 47 0 0 41 68 0 0 0 0 0 36 29 0 32 0 23
ASV_299 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 25 0 143 0 0 0 80 46 0 0 248 0 0 0 48 59 73 50 25 20 0 0 0 0 20 0 0 24 0 0 27 0 0 28 0 0 0 0 20 0 0 0 0 0 0 0 0 82 0 107 0 0 0 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ASV_300 0 73 21 22 50 74 0 0 34 17 0 0 0 23 35 18 0 0 0 39 17 0 15 18 68 77 66 0 0 0 19 0 0 0 0 0 0 0 0 0 0 13 0 52 0 27 11 0 0 0 0 54 0 0 0 0 0 45 58 20 11 0 53 0 0 20 0 0 0 0 11 6 40 7 0 6 0 0 0 40 14 58 0 10 2 4 0 14 0 7 32 12 9 24 12
ASV_301 10 0 0 0 0 0 0 17 0 0 0 17 0 9 0 6 0 0 0 0 0 15 0 0 11 0 0 0 15 0 0 0 0 0 0 43 25 0 28 0 0 27 42 17 30 0 11 49 85 0 0 24 29 28 13 12 28 21 21 39 0 0 57 19 43 0 96 0 0 0 0 0 0 0 0 0 0 0 47 0 0 102 0 49 0 0 21 0 33 0 0 42 49 72 0
ASV_303 0 79 66 0 69 0 0 0 0 89 0 0 0 0 177 35 0 96 0 107 82 0 109 0 0 0 0 0 0 52 42 73 50 91 0 0 63 0 0 66 48 0 105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 95 0 0 0 0 0 0 15 0 7 0 2 0 0 0 32 0 0 0 15 0 0 5 0 0 5 0 0 0 4 3 4 0 3 38 0 18
ASV_304 0 0 0 30 25 12 0 18 33 0 0 22 32 46 32 0 0 30 0 37 21 26 0 24 21 34 0 0 8 0 41 0 31 18 0 38 0 0 0 0 8 24 0 0 81 14 0 0 13 0 0 0 47 0 0 0 0 0 45 0 137 0 0 0 0 0 28 65 0 35 0 39 0 0 0 0 0 0 0 0 0 0 0 88 0 35 0 23 83 14 0 0 0 0 0
ASV_306 0 0 70 67 64 56 0 0 90 77 154 0 0 0 0 64 60 114 0 0 157 0 0 82 0 199 0 56 175 0 0 0 0 0 27 0 53 0 93 41 0 0 0 0 0 0 0 0 0 71 0 0 0 30 0 0 31 0 0 0 0 0 0 0 0 20 0 0 0 57 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 18 11 0 0 0 0
ASV_307 0 28 0 0 0 0 0 58 0 0 0 129 0 0 48 157 0 0 0 64 0 0 0 56 0 0 46 0 0 0 0 0 126 0 0 0 46 237 0 0 0 108 0 132 0 0 25 0 0 0 0 0 0 0 116 0 0 0 0 10 0 0 0 0 0 12 0 0 0 6 0 0 0 0 15 0 0 20 0 12 10 0 0 0 0 12 1 0 0 0 0 18 0 0 105
ASV_309 13 22 14 19 36 43 15 19 13 21 33 10 9 7 16 7 8 27 45 24 0 12 22 5 37 0 15 10 12 8 13 12 0 26 3 6 7 2 12 0 5 0 4 8 10 5 0 0 0 0 33 13 0 8 0 11 21 17 10 20 17 10 0 13 9 19 22 0 8 17 15 0 16 11 12 14 17 11 12 22 0 28 16 0 22 9 9 13 13 18 15 0 20 0 18
ASV_310 0 0 0 0 0 0 0 0 0 0 0 0 121 0 73 0 0 0 64 97 72 63 0 0 0 0 105 0 54 0 0 0 0 0 0 0 0 83 45 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 0 0 46 194 0 0 0 0 0 0 0 11 0 1 0 0 0 0 0 194 0 0 0 0 0 0 0 116 0 0 0 0 0 251 0 0 0 0 0 0 0
ASV_311 0 45 23 15 47 0 0 36 0 39 0 58 0 0 57 51 0 0 0 49 0 0 0 0 0 0 0 33 0 8 34 16 0 15 0 0 0 25 0 7 0 37 11 51 14 19 0 0 0 169 0 46 0 97 0 0 0 0 0 0 35 0 0 0 0 0 0 0 22 35 0 194 4 0 0 0 0 3 0 23 20 0 0 18 0 26 0 0 3 0 0 0 0 0 0
ASV_312 3 4 4 5 7 10 6 4 0 0 5 3 3 0 5 6 0 7 14 2 4 6 4 0 10 12 7 4 3 0 0 5 7 8 3 96 14 28 30 16 13 29 43 32 86 17 5 147 166 4 6 10 17 0 2 10 0 18 0 6 6 0 5 11 3 10 0 0 9 0 0 32 0 14 0 9 0 0 0 9 10 0 0 13 14 11 12 0 0 9 11 0 0 0 8
ASV_313 117 0 0 59 76 64 0 69 99 38 106 100 0 0 0 55 77 0 101 45 0 0 0 0 96 0 0 0 41 32 0 25 38 63 0 0 0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 7 0 0 0 28 0 38 0 0 0 0 0 0 0 0 43 39 0 0 0 0 51 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 4 0 0
ASV_317 0 62 0 0 23 0 0 0 0 31 0 0 0 44 32 0 0 27 0 40 0 124 0 32 0 30 0 0 0 0 47 0 0 0 9 0 0 0 0 0 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 206 30 0 0 0 0 0 0 0 0 434 0 185 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0
ASV_318 24 0 35 0 0 37 0 40 0 0 56 24 21 0 14 0 26 24 21 23 27 0 0 0 0 0 0 22 0 21 0 0 17 0 23 0 24 0 0 0 0 29 18 0 0 0 24 0 0 36 42 38 0 0 0 43 39 0 0 0 0 14 33 60 0 27 19 0 0 38 0 57 0 20 0 0 0 29 20 24 0 31 19 0 0 0 0 0 50 0 0 0 14 45 20
ASV_319 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 37 0 0 64 0 0 0 91 89 90 48 33 0 0 81 78 31 11 7 14 9 12 0 2 24 3 0 27 5 0 6 0 0 2 0 0 19 0 2 0 2 0 0 0 12
ASV_320 0 99 35 45 0 0 0 0 62 25 0 0 0 0 0 0 0 38 0 19 0 0 37 17 0 0 0 0 39 31 0 83 0 0 0 0 0 0 0 67 65 79 37 0 16 41 70 0 0 0 0 0 0 20 0 0 0 42 21 0 25 0 0 67 0 0 0 0 2 0 7 0 0 10 0 19 0 22 0 21 7 22 48 25 0 0 4 0 0 0 19 17 0 15 13
ASV_323 0 0 0 0 48 0 0 0 0 48 0 43 0 0 109 0 0 42 0 0 57 0 65 58 0 0 40 0 19 113 0 153 0 0 0 0 48 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 54 0 0 30 0 65 0 0 49 0 0 0 0 0 14 0 0 0 7 36 0 0 0 0 0 0 0 0 34 0 0 29 0 0 194 0 0 0 0 0 0 0
ASV_325 13 7 5 19 15 19 13 14 16 3 13 16 0 7 12 7 10 10 48 3 37 34 0 0 0 0 0 12 0 19 22 12 0 7 6 40 53 2 3 94 3 193 171 66 48 182 5 20 2 25 4 0 10 0 14 26 0 0 0 0 0 6 0 8 0 5 8 5 0 5 8 17 0 8 4 5 6 6 11 4 5 12 0 4 3 4 4 2 4 3 4 3 5 5 4
ASV_327 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 33 0 0 65 0 0 0 46 0 0 29 0 104 0 0 0 0 0 0 0 110 33 0 62 0 76 0 0 0 0 0 65 0 0 0 162 0 0 0 0 0 0 54 0 0 0 0 0 0 10 0 0 289 0 79 0 145 0 0 0 0 0 0 0 0 12 0 0 0 52 0 0 0 0 0
ASV_328 9 0 14 16 11 14 0 24 12 0 16 0 7 0 20 17 5 0 10 16 15 23 13 0 25 0 0 0 12 0 8 0 18 0 0 100 24 0 11 8 14 49 60 17 21 0 12 60 30 5 0 22 0 19 6 0 15 42 11 0 0 21 15 13 12 0 21 15 8 13 8 27 19 17 9 31 13 0 26 0 16 0 17 0 0 25 0 0 0 11 20 14 18 0 0
ASV_329 47 4 8 11 23 41 0 15 39 0 4 19 0 18 11 20 30 13 19 15 18 30 9 9 16 0 26 21 0 0 0 0 0 26 0 16 10 0 7 6 0 18 0 0 0 7 0 0 19 0 21 5 0 0 140 34 36 0 7 9 0 0 0 0 0 38 0 25 20 10 60 16 0 33 16 0 0 0 1 0 0 0 16 16 0 10 30 32 32 0 0 0 0 0 11
ASV_330 59 0 79 0 16 19 0 21 0 20 0 39 0 0 0 0 0 35 25 51 35 55 24 0 96 0 27 18 0 63 21 58 0 0 0 0 0 0 0 0 78 0 0 42 0 19 0 0 0 0 0 0 0 51 0 38 0 0 29 36 16 0 0 0 0 6 0 0 0 18 17 21 0 47 0 0 0 5 0 4 45 0 11 6 0 0 0 23 25 21 0 4 0 0 0
ASV_331 91 0 96 0 0 0 0 58 0 0 0 0 0 41 0 0 0 0 74 0 133 0 78 0 117 0 36 0 81 144 0 153 0 0 0 0 0 91 0 0 0 0 0 0 77 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 62 0 0 0 0 0 0 23 2 3 0 0 1 0 0 0 0 16 0 5 0 8 0 44 18 0 0 0 0 17 0 0 0 0 11
